pid	devicetype	brand	model	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
26030	WiFi Router	GL.iNet	GL-AR300	NULL	Discontinued 2017	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=a04c3e73a33f9effc77511076bdbf8a0013a9574	17.01.0	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9344	1	560	16	128	5	-	Atheros AR9344	Yes	-		?	b/g/n	-		unknown	-	-	2x 2.0	?		-	-	-		Yes	115200 / 8N1	No	3	1	7	12 VDC, 2.0 A	toh:gl.inet:gl-ar300	GL-AR300	GL-AR300	NULL	http://www.gl-inet.com/ar300/	http://www.gl-inet.com/firmware/ar300/	NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-gl-ar300-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:gl.inet:ar300_500x500_2.jpg	TF-Card, PoE option
26031	WiFi Router	TP-Link	Archer C59	https://fcc.io/TE7/C59	Discontinued 2017	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=e39dc8d823c86559eedbbdcee5f5c14b827fed0f	18.06.0	18.06.4	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9561	1	775	16	128	5	-	Qualcomm Atheros QCA9561	Yes	-		Qualcomm Atheros QCA9561	b/g/n	a/n/ac		ath10k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	No	8	3	-	12 VDC, 1.0 A		Archer C59	Archer C59	https://wikidevi.com/wiki/TP-LINK_Archer_C59_v1.x	http://www.tp-link.com/en/products/details/cat-9_Archer-C59.html		http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c59-v1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c59-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery	Rename installation image to tp_recovery.bin, see git-commit	U-Boot TFTP + serial recovery	TFTP recovery filename: tp_recovery.bin (use factory image)	media:example:genericrouter1.png	
26032	WiFi Router	TP-Link	Archer C60	https://fcc.io/TE7/C60	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=e39dc8d823c86559eedbbdcee5f5c14b827fed0f	18.06.0	18.06.4	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9561	1	775	8	64	5	-	Qualcomm Atheros QCA9561	Yes	-		Qualcomm Atheros QCA9886	b/g/n	a/n/ac		ath10k	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	7	2	-	12 VDC, 1.0 A	toh:tp-link:tp-link_archer_c60_v2	Archer C60	Archer C60	https://wikidevi.com/wiki/TP-LINK_Archer_C60_v1.x	https://www.tp-link.com/en/products/details/cat-9_Archer-C60.html	https://www.tp-link.com/en/download/Archer-C60_V1.html	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c60-v1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c60-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery	Rename installation image to tp_recovery.bin, see ath79 git-commit	U-Boot TFTP recovery	see ath79 git commit	media:tplink:archer_c60-01.jpg	
26033	WiFi Router	Buffalo	WCR-1166DS	NULL	unknown 2018	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=6b0b526a4fc11d3b1b588d5b3b789da0c66adce9	18.06.0	18.06.4	ramips	mt7628	mipsel_24kc	U-Boot	MediaTek MT7628AN	1	580	16	64	2	-	?	?	-		MediaTek MT7628AN	b/g/n	a/n/ac		mt76	?	-	-	-		-	-	-		Yes	?	?	8	3	-	?		WCR-1166DS	WCR-1166DS	NULL	https://www.buffalo.jp/product/series/WCR-1166DS		http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-buffalo_wcr-1166ds-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-buffalo_wcr-1166ds-squashfs-sysupgrade.bin	GUI OEM		NULL		media:buffalo:wcr-1166ds.jpg	Due to the "dual image" function in the bootloader, the second half of the SPI flash ("firmware2" partition) cannot be used as a part of the file system.
26035	WiFi Router	Aigale	Ai-BR100	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=263070a2e72dbb85ed16d286a22fc3ce422580e5	17.01.0	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	5	-	?	?	-		?	b/g/n	-		unknown	?	-	1x 2.0	-		-	-	-		?	?	?	3	2	-	12 VDC, 1.0 A		Ai-BR100	Ai-BR100	NULL			http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-aigale_ai-br100-squashfs-sysupgrade.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
26036	Travel Router - Battery powered	Poray	PRP-X5/X6	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=54968110f119a4aa7e9e536f6c2a4a3a973607ea	15.05	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	32	1	-	-	Yes	-		Ralink RT5350F	b/g/n	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	?	6	1	?	X5 7800 mAh battery, X6 10000 mAh battery	toh:poray:prp-x5	PRP-X5/X6	PRP-X5/X6	NULL	http://poraygd.ecol.xyz/products/routers/p1042511/10000mah-mobile-power-bank-with-tf-card-slot.html		http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-poray_x5-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-poray_x5-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	Successfully installed firmware OpenWrt on model LPB-78W from the factory image of the firmware through the "firmware upgrade" web interface
30084	WiFi Router	Sanlinking	D240	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=bb7068f26c4bd89977f3205672f19be60924101c	17.01.2	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	16	128	5	-	?	?	-		?	b/g/n	-		unknown	?	?	1x 2.0	-		-	?	-		Yes	?	?	10	1	?	5-24 VDC, <24W, PoE 802.3af/at		D240	D240	NULL	http://www.sanlinking.com/en/29-dual-4g-wifi-router.html		NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-sanlinking_d240-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:example:genericrouter1.png	Basically the same device as the ZBT WE826; see there for unbricking instructions.
34133	WiFi Router	D-Link	DIR-615	NULL	Discontinued 2017	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=d495277d9ff556a372fc5c49c610287d37574cb5	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052	1	320	4	32	5	-	Ralink RT3052	No	-		Ralink RT3050F	b/g/n	-		unknown	2	-	-	-		-	-	-		Yes	?	No	?	?	-	5 VDC, 2.5 A	toh:d-link:dir-615	DIR-615	DIR-615	https://wikidevi.com/wiki/D-Link_DIR-615_rev_D	http://www.dlink.com/de/de/support/product/dir-615-wireless-n-300-router	http://www.dlink.com/de/de/support/product/dir-615-wireless-n-300-router	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-dlink_dir-615-d-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-dlink_dir-615-d-squashfs-sysupgrade.bin	see devicepage		D-Link Recovery GUI		media:example:genericrouter1.png	
38182	WiFi Router	Observa	VH4032N	NULL	Discontinued	ebay.es	https://git.lede-project.org/?p=source.git;a=commit;h=41ad9ed13a7792775ad3cca88e9d4eac6e594c63	17.01.2	18.06.4	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM6368	2	400	32	128	4	-	Broadcom BCM6368	Yes	VDSL2		Broadcom BCM43222	b/g/n	-		b43	-	-	3x 2.0	-		-	-	2		Yes	115200 / 8N1	Yes	8	2	-	15 VDC, 1.2 A	toh:observatelecom:vh4032n	VH4032N	VH4032N	NULL		https://drive.google.com/uc?export=download&id=1RI1Sj9mx3t63D9oYetJyJFKWw4kkvn_M	http://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/lede-brcm63xx-smp-VH4032N-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/lede-brcm63xx-smp-VH4032N-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:observa:vh4032n-case.png	
38183	NAS	ZyXEL	NSA325	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=4383c13aee8963ee93ca1950e7f0ea5a35309ab4	18.06.0	18.06.4	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6702	1	1600	128	512	-	1	-	Yes	-	WoL supported	NULL	-	-		unknown	-	-	2x 2.0	2		-	-	-		Yes	115200 / 8N1	Yes	6	2	-	100-240 VAC, 50-60 Hz, max. 27W		NSA325	NSA325	NULL	http://www.zyxeltech.de/nsa-325.htm	http://www.zyxel.com/support/SupportLandingSR.shtml?c=gb&l=en&kbid=M-00038&md=NSA325	http://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-zyxel_nsa325-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-zyxel_nsa325-squashfs-sysupgrade.bin	see git-commit		NULL		media:example:genericrouter1.png	
42236	Range Extender	TP-Link	TL-WA850RE	http://fcc.io/TE7WA850REV2	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=56561b9f5198d39604809e5cc10dead3e12c1fdf	18.06.0	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Qualcomm Atheros QCA9533	1	550	4	32	1	-	-	?	-		Atheros AR9341	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	?	No	?	2	-	100-240 VAC, 50-60 Hz, 0.3 A	toh:tp-link:tl-wa850re	TL-WA850RE	TL-WA850RE	NULL	https://www.tp-link.com/en/products/details/TL-WA850RE.html	https://www.tp-link.com/en/download/TL-WA850RE_V2.html	NULL	NULL	see git-commit		NULL		media:example:genericrouter1.png	
42237	WiFi AP	Open-Mesh	A60	NULL	Discontinued 2019	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=5e50adeed3285a77022cde4daf335b39aa632782	17.01.0	18.06.4	ar71xx	generic	mips_24kc	?	Qualcomm Atheros QCA9558	1	720	?	128	-	2	?	?	-		?	b/g/n	a/n/ac		unknown	-	-	1x 2.0	-		-	-	-		?	?	?	?	?	?	PoE 802.3af		A60	A60	NULL	http://www.open-mesh.com/a60-grouped-cloud-managed-access-point.html		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-a60-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-a60-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Openmesh has been acquired by Datto in 2018; from 2019 on, no new production any more, only remaining inventory at suppliers.
42238	Router	D-Link	EBR-2310	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=6cce9557a0b77ee2450e75779c05231692e4c71f		?	ar71xx	generic	mips_24kc	?	Atheros AR7240	1	400	4	32	5	-	?	?	-		-	-	-		unknown	-	-	-	-		-	-	-		?	?	?	3	-	-	5 VDC, 2.0 A		EBR-2310	EBR-2310	NULL	http://us.dlink.com/us/en/home-solutions/connect/routers/ebr-2310-ethernet-broadband-router.html	http://support.dlink.com/ProductInfo.aspx?m=EBR-2310	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
42239	WiFi AP	MikroTik	RBmAPL-2nD (mAP lite)	https://fcc.io/TV7/MAPL2ND	Available 2019	omg.de	https://git.lede-project.org/?p=source.git;a=commit;h=c59fa94eeecf16c79254ab4bc78f5b31c7387039	18.06.0	18.06.4	ar71xx	mikrotik	mips_24kc	RouterBOOT	Qualcomm Atheros QCA9533	1	650	16	64	1	-	-	?	-		Qualcomm Atheros QCA9533	b/g/n	-		ath10k	-	-	1x ?USB (power)	-		-	-	-		Yes	115200 / 8N1	Yes	4	1	?	5-60V, 3.5W, PoE		RBmAPL-2nD (mAP lite)	RBmAPL-2nD (mAP lite)	https://wikidevi.com/wiki/MikroTik_RouterBOARD_mAP_lite_(RBmAPL-2nD)	https://routerboard.com/RBmAPL-2nD	http://www.mikrotik.com/download	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-squashfs-sysupgrade.bin	unknown	Requires initramfs network boot to install	unknown		media:mikrotik:rbmapl-2nd.jpg	
42240	Router	MikroTik	RB750UPr2 (hEX PoE lite)	NULL	Available 2019	mikrotik-store.eu	https://git.lede-project.org/?p=source.git;a=commit;h=19f42663d294cfd00770e7c6a9048772e074789d	18.06.0	18.06.4	ar71xx	mikrotik	mips_24kc	RouterBOOT	Qualcomm Atheros QCA9533	1	650	16	64	5	-	Qualcomm Atheros QCA9533	Yes	-		-	-	-		unknown	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	6	1	?	8-30 VDC barrel jack, 8-30 VDC passive PoE		RB750UPr2 (hEX PoE lite)	RB750UPr2 (hEX PoE lite)	NULL	https://routerboard.com/RB750UPr2	http://www.mikrotik.com/download	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-squashfs-sysupgrade.bin	unknown	Requires initramfs network boot to install	unknown		media:example:genericrouter1.png	
42241	WiFi Router	MikroTik	RB951Ui-2nD (hAP)	https://fcc.io/TV7RB951UI-2ND	Available 2019	mikrotik-store.eu	https://git.lede-project.org/?p=source.git;a=commit;h=8cbb2ac6332ba3be707ea6e4129c22b9320b72c1	18.06.0	18.06.4	ar71xx	mikrotik	mips_24kc	RouterBOOT	Qualcomm Atheros QCA9531	1	650	16	64	5	-	Qualcomm Atheros QCA9531	Yes	-		Qualcomm Atheros QCA9531	b/g/n	-		ath10k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	7	1	-	10-28 VDC barrel jack, 10-28 VDC passive PoE	toh:mikrotik:rb951ui-2nd	RB951Ui-2nD (hAP)	RB951Ui-2nD (hAP)	NULL	https://mikrotik.com/product/RB951Ui-2nD	http://www.mikrotik.com/download	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-rb-nor-flash-16M-squashfs-sysupgrade.bin	unknown	Requires initramfs network boot to install	unknown		media:example:genericrouter1.png	
46317	Single Board Computer	MikroTik	RB912UAG-2HPnD	https://fcc.io/TV7RB912G-2HPND	Available 2019	omg.de	http://?	17.01.0	18.06.4	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR9342	1	600	128NAND	64	-	1	?	No	-		Atheros AR9342	b/g/n	-	MIMO 2x2	ath9k	2	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	5	1	-	8-30 VDC, passive PoE		RB912UAG-2HPnD	RB912UAG-2HPnD	NULL	https://mikrotik.com/product/RB912UAG-2HPnD		http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/openwrt-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	unknown		unknown		media:mikrotik:rb912uag-2hpnd.jpg	USB interface is shared between USB-A socket and Mini-PCIe port and can be toggled through GPIO52. Buzzer connected to GPIO51. No exposed GPIO pins for generic use. Serial port is TTL level w/o connector (SMD pads only).
46318	WiFi Router	BT	Home Hub 2	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=2d3371cd0fa1bd3631633ad9c2ddd1d232d8397f	15.05	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6358	2	300	16	64	4	-	Broadcom BCM5325	Yes	ADSL2+		Broadcom BCM4322 (mini-PCI or onboard)	b/g/n	-		b43	-	?	1x 2.0	-		-	-	POTS		Yes	?	Yes	15	3	-	15 VDC, 1.2 A	toh:bt:homehub_v2a	Home Hub 2	Home Hub 2	https://wikidevi.com/wiki/BT_Home_Hub_2.0A			http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/openwrt-brcm63xx-generic-HomeHub2A-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/openwrt-brcm63xx-generic-HomeHub2A-squashfs-cfe.bin	see devicepage		NULL		media:example:genericrouter1.png	bootloader needs replacing
46319	WiFi Router	BT	Home Hub 2	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=15139d468c9bcf80e3a110ea3625626d9895b5fe	14.07	18.06.4	lantiq	xway	mips_24kc	U-Boot	Lantiq Danube PSB 50712	2	333	32	64	4	-	Infineon ADM6996I	No	ADSL2+		Atheros AR9160	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	POTS		Yes	?	?	?	?	-	?	toh:bt:homehub_v2b	Home Hub 2	Home Hub 2	https://wikidevi.com/wiki/BT_Home_Hub_2.0B			http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-bt_homehub-v2b-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-bt_homehub-v2b-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
50396	Single Board Computer	MikroTik	RB435G	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=169e59626805e65022eb757ae0d4e4abf03de5e7	17.01.0	18.06.4	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR7161	1	680	microSD	256	-	3	Atheros AR8316	Yes	-		5x mini-PCI	-	-		unknown	-	-	2x 2.0	-		-	-	-		Yes	115200 / 8N1	?	5	1	?	8-28 VDC, PoE	toh:mikrotik:rb435	RB435G	RB435G	NULL	https://routerboard.com/RB435G		http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/lede-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/snapshots/targets/ar71xx/mikrotik/lede-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	Mikrotik TFTP	Requires initramfs network boot to install; run sysupgrade after that.	NULL		media:example:genericrouter1.png	
50397	Single Board Computer	8devices	Lima	NULL	Available 2019	shop.8devices.com	https://git.lede-project.org/?p=source.git;a=commit;h=58fc50f1b088a4bf89b2ce355fc8a4cef3dffcd2	18.06.0	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA4531	1	650	32	64	2	-	?	?	-		Qualcomm Atheros QCA4531	b/g/n	-		unknown	2	-	1x 2.0	-		-	-	-		Yes	?	?	?	?	14	3.3 VDC, max. 3.1W		Lima	Lima	NULL	http://www.8devices.com/products/lima		NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-lima-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
54481	WiFi Router	D-Link	DIR-615	NULL	Discontinued	NULL		10.03	15.05	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7240	1	400	4	32	5	-	Atheros AR7240	No	-		Atheros AR9287	b/g/n	-		ath9k	-	-	Mod	-		-	-	-		Yes	?	Yes	?	?	-	5 VDC, 1.2 A	toh:d-link:dir-615	DIR-615	DIR-615	https://wikidevi.com/wiki/D-Link_DIR-615_rev_E3_/_E4			NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
54482	Travel Router	TP-Link	TL-WR802N	https://fcc.io/TE7/WR802NV2	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=f9278337cf4b9c699a41dfc1e4c448213be53e61	18.06.0	18.06.4	ar71xx	tiny	mips_24kc	?	Qualcomm Atheros QCA9533	1	560	4	32	1	-	-	?	-		Qualcomm Atheros QCA9533	b/g/n	-		ath10k	-	-	1x ?USB (power)	-		-	-	-		Yes	115200 / 8N1	?	?	?	-	5 VDC, 1.0 A		TL-WR802N	TL-WR802N	https://wikidevi.com/wiki/TP-LINK_TL-WR802N_v2.x	https://www.tp-link.com/de/home-networking/wifi-router/tl-wr802n/	https://www.tp-link.com/de/support/download/tl-wr802n/v2/	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-tl-wr802n-v2-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-tl-wr802n-v2-squashfs-sysupgrade.bin	TFTP generic		NULL		media:example:genericrouter1.png	
54483	WiFi Router	HiWiFi/Gee	HC5661A	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=d48cc5e0449fec6f7717e85a68f06a61abd7b0ae	18.06.0	18.06.4	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628AN	1	580	16	128	4	-	?	?	-		?	b/g/n	-		unknown	-	-	1x ?USB (power)	-		-	-	-		Yes	?	?	3	1	-	5 VDC, 1.0 A (?USB)		HC5661A	HC5661A	NULL			NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-hiwifi_hc5661a-squashfs-sysupgrade.bin	see git-commit		NULL		media:example:genericrouter1.png	
58576	Modem	D-Link	DSL-2750B	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=65654a3c541a81f135905dfa68f9e390b4c21419	17.01.0	18.06.4	brcm63xx	generic	mips_mips32	?	Broadcom BMIPS3300	1	333	8	64	4	-	?	?	ADSL2+		Broadcom BCM43217	b/g/n	-		b43	-	?	1x 2.0	-		-	-	-		?	?	?	?	?	?	?		DSL-2750B	DSL-275	NULL			http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-DSL275XB-D1-squashfs-cfe.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
58595	Range Extender	Netgear	EX3700	https://fcc.io/PY3/14400298	Available 2019	amazon.de	https://git.lede-project.org/?p=source.git;a=commit;h=de33a4cef0411f13df397ada2dc3634c5748a457	18.06.0	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	1	-	MediaTek MT7620A	Yes	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	?	?	7	2	-	100-240 VAC, 50-60 Hz, 0.1 A	toh:netgear:ex3700_ex3800	EX3700	EX3700	https://wikidevi.com/wiki/Netgear_EX3700	https://netgear.com/home/products/networking/wifi-range-extenders/EX3700.aspx	https://www.netgear.com/support/product/EX3700.aspx	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-netgear_ex3700-squashfs-factory.chk	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-netgear_ex3700-squashfs-sysupgrade.bin	see git-commit		NULL		media:example:genericrouter1.png	
58596	Modem	Alpha Networks	ASL-56026	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=6254a2028c181fe9863dc7758d47eda667b4f397	18.06.0	18.06.4	lantiq	xrx200	mips_24kc	U-Boot	Lantiq XRX268	1	333	8	32	2	-	?	?	VDSL2		?	?	?		unknown	?	?	?	?		?	?	?		Yes	?	?	2	1	?	?		ASL-56026	ASL-56026	NULL			NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-alphanetworks_asl56026-squashfs-sysupgrade.bin	see git-commit		NULL		media:example:genericrouter1.png	
58597	WiFi Router	HiWiFi/Gee	HC5962	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=edae3479e64e93275dce4a928ea70279282eef9d	18.06.0	18.06.4	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	256	-	4	?	?	-		MediaTek MT7612EN	b/g/n	a/n/ac		mt76	?	-	1x 3.0	-		-	-	-		Yes	?	?	?	1	-	?		HC5962	HC5962	NULL	http://www.hiwifi.com/		http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-hiwifi_hc5962-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-hiwifi_hc5962-squashfs-sysupgrade.bin	see git-commit		NULL		media:example:genericrouter1.png	
58603	WiFi Router	Netgear	WN802T	https://fcc.io/PY308200086	Discontinued	NULL				ar71xx	generic	mips_24kc	U-Boot	Atheros AR9132	1	400	8	32	-	1	?	?	-		Atheros AR9130	b/g/n	-	2x2	ath9k	-	?	-	-		NULL	NULL	NULL		Yes	?	Yes	2	1	-	12 VDC, 1.0 A	toh:netgear:netgear_wn802t_2	WN802T	WN802T	https://wikidevi.com/wiki/Netgear_WN802Tv2	http://support.netgear.com/product/WN802Tv2	http://support.netgear.com/product/WN802Tv2	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
58604	WiFi Router	Netgear	WNDR3300	https://fcc.io/PY308100078	Discontinued	NULL		7.09	18.06.4	brcm47xx	legacy	mipsel_mips32	?	Broadcom BCM4704	1	264	4	16	5	-	Broadcom BCM5325	Yes	-		Broadcom BCM4321	b/g/n	a/n		b43	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	?	2	-	12 VDC, 1.5 A	toh:netgear:wndr3300	WNDR3300	WNDR3300	https://wikidevi.com/wiki/Netgear_WNDR3300v1	http://support.netgear.com/product/WNDR3300v1	http://support.netgear.com/product/WNDR3300v1	http://downloads.openwrt.org/snapshots/targets/brcm47xx/legacy/lede-brcm47xx-legacy-netgear-wndr3300-v1-squashfs.chk	NULL	see devicepage		NULL		media:example:genericrouter1.png	
