pid	devicetype	brand	model	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
16132	WiFi Router	Arcadyan / Astoria	ARV7510PW	NULL	unknown 2018	?			external image	lantiq		mips_24kc	brnboot	Lantiq XWAY Danube	2	333	16	32	4	-	?	?	ADSL2+		Ralink RT2860T	b/g/n	-		rt2800pci	?	?	2x 2.0	?		?	?	?		Yes	?	Yes	?	2	?	?	toh:arcadyan:arv7510pw	ARV7510PW	ARV7510PW	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16133	WiFi Router	Alpha Networks	ASL-26555	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=7bfab6e308a54d4fc2b99d9f80b4a4cd735de5b1	14.07	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052F	1	384	8	32	5	-	?	Yes	ADSL2+		Ralink RT3052F	b/g/n	-	2x2 MIMO	rt2800pci	-	?	1x 2.0	?		?	?	?		Yes	?	?	?	?	?	12 VDC, 1.0 A	toh:alpha:asl26555	ASL-26555	ASL26555	NULL			NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-alphanetworks_asl26555-8m-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
16134	WiFi Router	Allnet	ALL0305	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=5a694e09c8559cc257e5252cf2ca4af153215e30	10.03	18.06.4	ar71xx	generic	mips_24kc	RedBoot	Atheros AR7161	1	680	8	64	-	1	-	Yes	-		2x Atheros AR5413 (mini-PCI)	b/g	a		ath5k	-	?	-	-		?	?	?		?	?	?	?	?	?	PoE 802.3af	toh:allnet:all0305	ALL0305	ALL0305	https://wikidevi.com/wiki/Allnet_ALL0305			NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-all0305-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16135	WiFi Router	Allnet	ALL0239-3G	NULL	Discontinued	NULL		12.09	12.09	ramips	rt305x	mipsel_24kc	?	Ralink RT3052F	1	384	8	32	5	-	?	Yes	-		Ralink RT3052F	b/g/n	-	2x2 MIMO	rt2800pci	2	-	1x 2.0	-		-	-	-		Yes	?	Yes	11	1	-	12 VDC, 1.0 A	toh:allnet:all0239-3g	ALL0239-3G	ALL0239-3G	NULL			NULL	NULL	GUI OEM		NULL		media:example:genericrouter1.png	Clone of Aztech HW550-3G
16137	WiFi Router	Airlink101	AR725W	https://fcc.io/MXF/-R971009GN	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=284ada8a3eeb1911caa08c1e3486969d6aa3e636	14.07	18.06.4	ramips	rt288x	mipsel_mips32r2	U-Boot	Ralink RT2880	1	266	4	32	5	-	IC+ IP175E	Yes	-		Ralink RT2872	b/g/n	a/n	2x3	unknown	-	-	-	-		-	-	-		Yes	57600 / 8N1	?			-	12 VDC, 1.0 A	toh:airlink101:ar725w	AR725W	AR725W	https://wikidevi.com/wiki/Airlink101_AR725W			NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt288x/openwrt-ramips-rt288x-airlink101_ar725w-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16140	Single Board Computer	Gateworks	Laguna GW2382	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=b591e15f362de31f9fba8905347451b3122cff8c	14.07	18.06.4	cns3xxx	generic	arm_mpcore_vfp	?	Cavium CNS3411	1	300	16	128	-	1	?	No	-		1x mini-PCIe	-	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	?	?	?	?	8-42 VDC, PoE	toh:gateworks:start	Laguna GW2382	Laguna GW2382	NULL	http://www.gateworks.com/product\\		http://downloads.openwrt.org/snapshots/targets/cns3xxx/generic/	http://downloads.openwrt.org/snapshots/targets/cns3xxx/generic/	unknown		unknown		media:example:genericrouter1.png	
16141	Single Board Computer	Olimex	A20-OLinuXino-LIME	NULL	Available 2019	olimex.com	https://git.lede-project.org/?p=source.git;a=commit;h=ddb98cb70f8ed4b1e44fa8680e185fa22c0b753c	15.05	18.06.4	sunxi	cortexa7	arm_cortex-a8_vfpv3	U-Boot	Allwinner A20	2	1000	microSD	512	1	-	-	?	-		-	-	-		none	-	-	2x 2.0	1		VGA	other	-		Yes	115200 / 8N1	No	3	2	more than 20	5 VDC, 3.7 VDC LiPo battery	toh:olimex:a20-olinuxino-lime	A20-OLinuXino-LIME	A20-OLinuXino-LIME	NULL	https://www.olimex.com/Products/OLinuXino/A20/A20-OLinuXino-LIME/	ftp://staging.olimex.com/Allwinner_Images/A20-OLinuXino/	http://downloads.openwrt.org/snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-sun7i-a20-olinuxino-lime-squashfs-sdcard.img.gz	NULL	Sunxi installation		NULL		media:olimex:ax0-olinuxino-lime-1.jpg	
16142	WiFi Router	3Com	3CRWER100-75	NULL	Discontinued	NULL		14.07	14.07	ath25			RedBoot	Atheros AR2315A	1	180	4	16	5	-	IC+ IP175C	?	-		Atheros AR2315A	b/g	-		unknown	-	-	-	-		-	-	-		Yes	?	No	?	?	?	12 VDC, 1.25 A	toh:3com:3crwer100_75	3CRWER100-75	3CRWER100-75	https://wikidevi.com/wiki/3Com_OfficeConnect_3CRWER100-75			NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	Reported working acc. https://forum.openwrt.org/viewtopic.php?pid=304399
16144	WiFi Router	4G Systems	AccessCube (MeshCube)	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=a86978e2e6e3e53589a047bc026b835cc094b18a	8.09.2	8.09.2	au1000	au1500	mipsel_mips32	Yamon	Alchemy 1500	1	400	32	64	?	?	-	No	-	1	Atheros AR5213A (mini-PCI)	?	?		unknown	2	?	1x 1.1 Device	-		NULL	NULL	NULL		Yes	115200 / 8N1	Yes	?	?	?	?	toh:4g.systems:access.cube	AccessCube (MeshCube)	AccessCube (MeshCube)	NULL			NULL	NULL	TFTP generic		TFTP generic		media:example:genericrouter1.png	
16145	Travel Router - Battery powered	7Links	PX-4885	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=cd5f3584e2c2044c2cd53d723350a8d02b227aff	14.07	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	32	1	-	-	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	-	1x ?USB (power)	-		-	-	-		Yes	?	?	?	?	-	5 VDC (?USB), 5200 mAh battery	toh:7links:px4885	PX-4885	PX-4885	NULL	https://www.7links.me/3G-WLAN-Router-PX-4885-919.shtml		NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-7links_px-4885-8m-squashfs-sysupgrade.bin	TFTP generic		TFTP generic		media:example:genericrouter1.png	4M image not built for 18.06.0
16146	Single Board Computer	8devices	Carambola 1	https://fcc.io/Z9W/-CM1	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=1617f226a906f82ce6516e3e5a1e0909d8aa8806	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050	1	320	8	32	2	-	Ralink RT3050	Yes	-		Ralink RT3050	b/g/n	-		unknown	-	-	Yes	-		-	-	-		Yes	?	Yes	?	?	20	3.3 VDC, 0.5 A	toh:8devices:carambola	Carambola	Carambola	https://wikidevi.com/wiki/8devices_Carambola	http://shop.8devices.com/carambola		NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-8devices_carambola-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16147	Single Board Computer	8devices	Carambola 2	https://fcc.io/Z9W/-CM2	Available 2019	shop.8devices.com	https://git.lede-project.org/?p=source.git;a=commit;h=39531131a9186a7810b9f67e2694ccd6b65d14bd	14.07	18.06.4	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	16	64	2	-	Atheros AR9331	Yes	-		Atheros AR9331	b/g/n	-		ath9k	-	-	1x 2.0 Device	-		-	-	-		Yes	115200 / 8N1	?	3	2	more than 20	3.3 VDC, 0.2 A	toh:8devices:carambola2	Carambola2	Carambola2	https://wikidevi.com/wiki/8devices_Carambola_2	http://shop.8devices.com/carambola2		NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-8dev_carambola2-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
16149	Single Board Computer	Abicom International	Freedom CPE	NULL	Discontinued	NULL		10.03	10.03	ath25			RedBoot	Atheros AR5312	1	220	8	32	1	-	?	No	-		Atheros AR5312	b/g	a		unknown	2	?	-	-		NULL	NULL	NULL		Yes	?	Yes	?	?	?	6 VDC, 1.2 A	toh:abicom:freedom_cpe	Freedom CPE	Freedom CPE	https://wikidevi.com/wiki/Abicom_International_Freedom_CPE_rev_05			NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16151	Single Board Computer	Accton	MR3201A	NULL	Discontinued	NULL		8.09	8.09	ath25			RedBoot	Atheros AR2315	1	183	8	32	1	-	?	No	-		Atheros AR2315	b/g	-		ath5k	-	-	-	-		-	-	-		Yes	?	No	?	?	-	12 VDC, 1.0 A	toh:fon:fonera	MR3201A	MR3201A	https://wikidevi.com/wiki/Accton_MR3201A			NULL	NULL	see devicepage		RedBoot TFTP + serial recovery		media:example:genericrouter1.png	
16152	WiFi Router	Accton	WR6202	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=9cde29f1a71f5228ad35fbf3870262b94a215709	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050	1	320	8	32	2	-	?	?	-		Ralink RT3050	b/g/n	-		unknown	1	-	1x 2.0	-		-	-	-		Yes	?	No	?	?	-	?		WR6202	WR6202	NULL			NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-accton_wr6202-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	According to https://dev.openwrt.org/changeset/30434, the SMCWBR11S-3GN is identical to the Accton WR6202.
16153	Single Board Computer	AcmeSystems	Netus G20	NULL	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=4bb7ab3057cc4d19924034f92a0a22decba04796			at91			U-Boot	ARM9	1	400	8	64	1	-	?	?	-		-	-	-		unknown	-	?	1x 2.0 Device	-		NULL	NULL	NULL		Yes	?	Yes			?	?	toh:at91:netusg20	Netus G20	Netus G20	NULL	http://www.acmesystems.it/NETUSG20		NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16154	Modem	Actiontec	C1000A	https://fcc.io/LNQ/C1000A	Available 2017	?				brcm63xx			CFE	Broadcom BCM63168	2	400	64	64	-	4	Broadcom BCM53125	Yes	VDSL2		Broadcom BCM63168	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	?	?	-	12 VDC, 1.5 A	toh:actiontec:c1000a	C1000A	C1000A	https://wikidevi.com/wiki/Actiontec_C1000A_%28CenturyLink%29			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16155	Router	Actiontec	GT701	NULL	Discontinued	NULL		10.03	10.03.1	ar7		mipsel_mips32	PSPBoot	Texas Instruments TNETD7200	1	150	4	16	1	-	?	No	ADSL2+		-	-	-		unknown	-	?	-	-		?	?	?		Yes	?	Yes	?	?	?	?	toh:actiontec:gt701d	GT701	GT701	NULL			NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16156	WiFi Router	Actiontec	GT704WG	https://fcc.io/LNQ/GT704	Discontinued	NULL		8.09	10.03.1	ar7		mipsel_mips32	Adam2	Texas Instruments TNETD7300	1	150	4	16	4	-	Marvell 88E6060	No	ADSL2+		TI ACX111 (integrated)	b/g	-		unknown	1	-	-	-		-	-	-		Yes	38400 / 8N1	Yes	?	?	-	12 VDC, 0.6 A	toh:actiontec:gt704wg	GT704WG	GT704WG	https://wikidevi.com/wiki/Actiontec_GT704WG	http://www.actiontec.com/40.html	http://www.actiontec.com/support/soft_files/GT704WG_Upgrade_NCS_3.0.1.0.6.0.img	NULL	NULL	see devicepage		ADAM2 FTP		media:example:genericrouter1.png	
16157	Modem	Actiontec	GT784WNV	https://fcc.io/LNQ/GT784WN	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=3fc76fb7814dded3730571768f1b6d75fb981f0d	14.07	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	16	64	4	-	Broadcom BCM63281	Yes	ADSL2+		Broadcom BCM43225	b/g/n	-	2x2	brcmsmac	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 1.0 A	toh:actiontec:gt784wnv	GT784WNV	GT784WNV	https://wikidevi.com/wiki/Actiontec_GT784WNV	http://www.actiontec.com/262.html	http://www.actiontecsupport.com/broadband/20/GT784WNV/	http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-96328avng-generic-squashfs-cfe-16M.bin	http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-96328avng-generic-squashfs-cfe-16M.bin	CFE web recovery		CFE web recovery		media:example:genericrouter1.png	wpad must be installed for wireless to work properly
16158	WiFi Router	Actiontec	MI424WR	https://fcc.io/LNQ/802MRG	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=47a35c8ffa76923855512de473fce839280aebca	10.03	18.06.1	ixp4xx	generic	armeb_xscale	RedBoot	Intel IXP425	1	533	8	32	5	-	Kendin KS8995MA	No	FiOS	MOCA 1.0	Ralink RT2560 (mini-PCI)	b/g/n	-		rt2500pci	1	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	5 VDC, 3.0 A	toh:actiontec:mi424wr	MI424WR	MI424WR	https://wikidevi.com/wiki/Actiontec_MI424WR_rev_A	http://www.actiontec.com/41.html		NULL	NULL	see devicepage	Stock bootloader unsupported, RedBoot must be installed	NULL		media:example:genericrouter1.png	
16159	WiFi Router	Actiontec	MI424WR	https://fcc.io/LNQ/802MAG	Discontinued	NULL		15.05	18.06.1	ixp4xx	generic	armeb_xscale	RGLoader	Intel IXP425	1	533	8	32	5	-	Kendin KS8995MA	No	FiOS	MOCA 1.0	Atheros AR2413 (mini-PCI)	b/g	-		unknown	1	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	5 VDC, 3.0 A	toh:actiontec:mi424wr	MI424WR	MI424WR	https://wikidevi.com/wiki/Actiontec_MI424WR_rev_C	http://www.actiontec.com/41.html		NULL	NULL	see devicepage	Stock bootloader unsupported, RedBoot must be installed	NULL		media:example:genericrouter1.png	
16160	WiFi Router	Actiontec	MI424WR	https://fcc.io/LNQ/802MAG	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=b891eec7001663f8ec4ca4a141ad31ea78163350	12.09	18.06.4	ixp4xx	generic	armeb_xscale	RGLoader	Intel IXP420	1	533	8	32	5	-	Micrel KSZ8995MA	No	FiOS	MOCA 1.0	Atheros AR2413 (mini-PCI)	b/g	-		unknown	1	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	5 VDC, 3.0 A	toh:actiontec:mi424wr	MI424WR	MI424WR	https://wikidevi.com/wiki/Actiontec_MI424WR_rev_D	http://www.actiontec.com/41.html		http://downloads.openwrt.org/snapshots/targets/ixp4xx/generic/	http://downloads.openwrt.org/snapshots/targets/ixp4xx/generic/	see devicepage	Stock bootloader unsupported, RedBoot must be installed	NULL		media:example:genericrouter1.png	
16161	WiFi Router	Actiontec	MI424WR	https://fcc.io/LNQ/MI424WRI	Discontinued 2015	NULL				kirkwood		arm_xscale	U-Boot	Marvell 88F6560	1	1200	128NAND	128	-	5	Marvell 88F6560	?	FiOS		Atheros AR9287	b/g/n	-	2x2	ath9k	2	-	2x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 1.8 A	toh:actiontec:actiontec_mi424wr_rev._i	MI424WR	MI424WR	https://wikidevi.com/wiki/Actiontec_MI424WR_rev_I	http://www.actiontec.com/41.html	https://actiontecsupport.zendesk.com/hc/en-us/articles/115000412186-Firmware-Upgrades	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16163	WiFi Router	ADB	AV4202N	NULL	Discontinued	NULL				brcm63xx		mips_mips32	CFE	Broadcom BCM6368	2	400	16	64	4	-	?	Yes	xDSL		Broadcom BCM4322	b/g/n	-		b43	-	-	2x 2.0	-		-	-	2		Yes	?	?			-	?	toh:adb:p.dg_av4202n	AV4202N	AV4202N	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16164	WiFi Router	ADB	P.DG A4001N1	NULL	Discontinued	?	https://git.lede-project.org/?p=source.git;a=commit;h=e93725a743670b6ea733862fa1f8d6b8e88b0992	15.05	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	16	32	4	-	?	Yes	ADSL2+		Broadcom BCM43225	b/g/n	-		brcmsmac	-	-	1x 2.0	-		-	-	-		Yes	?	No	12	2	-	?	toh:adb:p.dg_a4001n1	P.DG A4001N1	P.DG A4001N1	NULL	http://www.movistar.es/particulares/atencion-cliente/internet/adsl/equipamiento-adsl/routers/home-station-adb-pdg-a4001n/		http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-A4001N1-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-A4001N1-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16165	WiFi Router	ADB	P.DG AV4202N	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=9d4f8ff4f65c5928852ebbe25d07a7533bcd540a	18.06.0	18.06.4	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM6368	2	400	16	64	4	-	Broadcom BCM6368	Yes	xDSL		Broadcom BCM43222	b/g/n	-		b43	-	-	2x 2.0	-		-	-	2		Yes	?	?	4	2	-	?	toh:adb:p.dg_av4202n	P.DG AV4202N	P.DG AV4202N	NULL			http://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/openwrt-brcm63xx-smp-AV4202N-squashfs-cfe.bin	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16166	WiFi Router	ADI Engineering	Pronghorn SBC250	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=1f68c4745d77d681991a6059fd8ad42418e576de	8.09	18.06.4	ixp4xx	generic	armeb_xscale	RedBoot	Intel IXP425	1	533	16	64	2	-		No	-		EnGenius NMP-8602 PLUS Atheros AR5414 mini-PCI	b/g	a	2nd PCI slot available	ath5k	1	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	-	1	4	5 VDC, 2.5 A or PoE	toh:adi_engineering:adi_engineering_pronghorn_sbc250	Pronghorn SBC250	Pronghorn SBC250	https://wikidevi.com/wiki/ADI_Engineering_Pronghorn_SBC250			https://downloads.openwrt.org/snapshots/targets/ixp4xx/generic/openwrt-ixp4xx-generic-pronghorn-zImage	NULL	see devicepage	For installation you also need ixp4xx-generic-squashfs.img	RedBoot TFTP + serial recovery		media:example:genericrouter1.png	sysupgrade not supported, re-install necessary
16168	NAS	Agestar	NSB3AS	NULL	Discontinued	NULL		14.07	14.07	cns21xx	generic		U-Boot	Star STR8132	1	150	8	32	1	-	?	?	-		-	-	-		NULL	-	?	Yes	-		-	-	-		Yes	38400 / 8N1	?	?	?	?	?	toh:agestar:nsb3as	NSB3AS	NSB3AS	NULL			NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16169	WiFi Router	Airlink101	AR430W	https://fcc.io/RRK/-AR430W	Discontinued	NULL		10.03.1	12.09	ath25			RedBoot	Atheros AR2318	1	183	4	16	5	-	IC+ IP175E	Yes	-		Atheros AR2318	b/g	-		ath5k	1	-	-	-		-	-	-		Yes	?	Yes	8	2	-	5 VDC, 2.5 A	toh:d-link:dir-300	AR430W	AR430W	https://wikidevi.com/wiki/Airlink101_AR430W	http://airlink101.com/products/ar430w.php	http://www.airlink101.com/drivers/ar430wv1028949.zip	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	No update process available so save config and re-install to update
16171	WiFi Router	Airlink101	AR625W	NULL	Discontinued	NULL				orion			?	Marvell 88F5181	1	500	8	32	5	-	?	?	-		Marvell	b/g/n	-		mwlwifi	-	?	-	-		NULL	NULL	NULL		?		?			?	?	toh:airlink101:ar625w	AR625W	AR625W	https://wikidevi.com/wiki/Airlink101_AR625W			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16172	WiFi Router	Airlink101	AR670W	https://fcc.io/RRK/-WRGN16	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=cc5194cf030c422ef82442091598582cf4aeca34	15.05	18.06.4	ramips	rt288x	mipsel_mips32r2	U-Boot	Ralink RT2880	1	266	4	32	5	-	IC+ IP175C	Yes	-		Ralink RT2872	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	57600 / 8N1	?	?	?	-	5 VDC, 2.0 A	toh:airlink101:ar670w	AR670W	AR670W	https://wikidevi.com/wiki/Airlink101_AR670W	https://web.archive.org/web/20180122070605/http://airlink101.com/products/ar670w.php		http://downloads.openwrt.org/snapshots/targets/ramips/rt288x/openwrt-ramips-rt288x-airlink101_ar670w-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt288x/openwrt-ramips-rt288x-airlink101_ar670w-squashfs-sysupgrade.bin	U-Boot web recovery		NULL		media:example:genericrouter1.png	
16173	Modem	Alcatel-Sbell	RG100A-AA	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=ada5848ba6e6d7a55c5123895aac0a258cb17996	10.03	18.06.4	brcm63xx	generic	mips_mips32	RedBoot	Broadcom BCM6358	2	300	16	32	?	?	?	Yes	ADSL	4	Broadcom BCM6358	b/g	a		b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	?	?	-	?	toh:alcatel-sbell:rg100a-aa	RG100A	RG100A	NULL			http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-RG100A-squashfs-cfe.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
16181	WiFi Router	Allnet	ALL0256N	NULL	Discontinued 2018	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=02e77c6ae119694c254297fa4001a3694d6c08d1	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050F	1	320	8	32	1	-	-	No	-		Ralink RT3050F	b/g/n	-		unknown	-	?	-	-		?	?	?		Yes	?	No	?	?	?	?	toh:allnet:all0256n	ALL0256N	ALL0256N	NULL			http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all0256n-8m-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all0256n-8m-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16182	WiFi Router	Allnet	ALL0258	NULL	Discontinued	NULL		8.09	8.09	ath25			?	Atheros AR2313	1	180	8	32	1	-	?	No	-		Atheros AR2313	b/g	a		ath5k	2	?	-	-		NULL	NULL	NULL		?		?	?	?	?	24 VDC, 1.0 A, Proprietary PoE		ALL0258	ALL0258	NULL	http://www.allnet.de/fileadmin/transfer/products/77673.pdf		NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16183	WiFi Router	Allnet	ALL0258N	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=0ab6be2ba3ecab7f7295d658768464c4907825a7	12.09	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7240 rev 2	1	350	8	32	1	-	-	No	-		Atheros AR9285	b/g/n	-	1x1 MIMO	ath9k	-	?	-	-		?	?	?		?	?	?	?	?	?	?	toh:allnet:all0258n	ALL0258N	ALL0258N	NULL			NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-all0258n-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16184	WiFi Router	Allnet	ALL0277	NULL	Discontinued	NULL		8.09	10.03.1	brcm47xx			?	Broadcom BCM4702	1	125	4	16	?	?	?	?	-	5	Broadcom BCM4702	b/g	-		b43	1	?	-	-		-	-	-		?		?			-	?		ALL0277	ALL0277	NULL			NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16185	WiFi Router	Allnet	ALL0315N	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=eebdd633e462903ebd48e84b5bfe27942f106a20	12.09	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7242	1	400	16	64	-	1	-	No	-		Atheros AR9280	b/g/n	-	2x2 MIMO	ath9k	2	?	-	-		?	?	?		?	?	?	?	?	?	?		ALL0315N	ALL0315N	NULL	http://www.allnet.de/de/allnet-brand/produkte/alle-produkte/p/allnet-all0315n-300mbit-openwrt-outdoor-apbridge/		NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-all0315n-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16186	Single Board Computer	Allnet	ALL5001	NULL	Discontinued	NULL				at91			?	Atmel AT91SAM9G45	1	400	256NAND	64	?	?	?	No	-	1	-	-	-		unknown	-	?	4x 2.0	-		NULL	NULL	NULL		?		?			?	?		ALL5001	ALL5001	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16187	Single Board Computer	Allnet	ALL5002	NULL	Available 2019	shop.allnet.de	https://git.lede-project.org/?p=source.git;a=commit;h=2d2479a033a03996b54b9db9ea9143297ae9bf96	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3352	1	400	32	64	1	-	-	No	-		Ralink RT3352	b/g/n	-	2x2 MIMO	unknown	2	?	1x 2.0	-		?	?	?		Yes	?	Yes	?	?	?	?		ALL5002	ALL5002	NULL	https://www.allnet.de/de/allnet-brand/produkte/entwicklungsplatformen/p/allnet-all5002cpu-cpu-board-ralink/		NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all5002-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
